Epoch,Train Loss,Val Loss,Val Acc,Time
1,1.3896088304183738,0.9928777354955673,0.7467129977460556,1029.731402873993
2,0.9849599446218038,0.8770202734172344,0.7659654395191585,1112.234988451004
3,0.9235838916139913,0.8368837039023638,0.7753881793137991,1291.445648908615
4,0.889813196080452,0.8146912066936493,0.7805221637866266,1328.947184085846
5,0.8663405102143173,0.7968667390048504,0.7851865765088906,1271.5036499500275
6,0.8529628876763111,0.7889162028729916,0.7853117956423742,1270.4958155155182
7,0.840075969491218,0.7721799277365208,0.7903518657650889,1269.284152507782
8,0.8349308736647937,0.7622297899127006,0.792793638868019,1271.1791274547577
9,0.82842235279964,0.7680680914223195,0.7907901327322815,1268.4475152492523
10,0.8221718260563936,0.7640982701778412,0.7902579514149762,1270.6969826221466
11,0.8228056297423094,0.750041853249073,0.7956423741547709,1271.0472164154053
12,0.817635285690478,0.7553559889346361,0.7943901828199349,1269.0817222595215
13,0.8123756418983961,0.7483415873199701,0.7951101928374655,1267.1153502464294
14,0.812297774446789,0.7410383162200451,0.797145003756574,1268.1711394786835
15,0.8091289250762602,0.7489068604856729,0.7938580015026296,1267.5956008434296
16,0.805105579959363,0.7393063456565142,0.7982406711745554,1267.6720819473267
17,0.8014156866268194,0.7476876843571663,0.7945154019534185,1265.7034978866577
18,0.8034757342432782,0.7380221918225288,0.797458051590283,1267.4589130878448
19,0.8009554332064599,0.7346135532855987,0.7993989481592787,1267.4088470935822
20,0.7948368290804096,0.7357407454997301,0.7995867768595041,1265.1768531799316
21,0.8017844212116655,0.7392803963124752,0.7969571750563486,1265.2126693725586
22,0.8010175869995376,0.7435099890977144,0.7950788880540947,1269.1253144741058
23,0.8021260680201947,0.7341661799103022,0.7972389181066867,1267.5971591472626
24,0.7957293883836556,0.7262618099153042,0.8034059604307539,1265.9254162311554
25,0.7993074732342946,0.7301883578151465,0.8004007012271475,1266.79168343544
26,0.7972190792054655,0.7336529701799154,0.7988667668419734,1266.296133518219
27,0.7968161125312146,0.7318387248516083,0.7982406711745554,1311.1884715557098
28,0.7927791791171143,0.7338647505491972,0.7998372151264713,1337.7796955108643
29,0.7888384017696495,0.7337237833738327,0.8006198347107438,1275.9500849246979
30,0.7926149790741733,0.731851405531168,0.7973954420235412,1282.2837693691254
31,0.799343202378332,0.7339738033115863,0.7994928625093914,1295.407723903656
32,0.7918371455263846,0.7278380076289177,0.8016215877786126,1272.3632636070251
33,0.7959177775942173,0.7368209618628025,0.7968006511394942,1270.4189524650574
34,0.7921245745367201,0.7283771603256464,0.799649386426246,1270.5614528656006
35,0.7946802414825692,0.7315804347842931,0.7978650137741047,1276.519603729248
36,0.7850089184555811,0.7281290596723556,0.8026546456298522,1226.6701970100403
37,0.7966731033220733,0.7321833706945181,0.8012146255947908,1110.1066896915436
38,0.7935819586169269,0.72721846370399,0.8016841973453543,1094.546793937683
39,0.7905891799844827,0.7282949737012386,0.8020285499624342,1151.9956920146942
40,0.7927806229423412,0.7254700342863798,0.8022163786626596,1089.7071585655212
41,0.7931242887557987,0.7285571308135986,0.8022789882294015,1099.9987697601318
42,0.7932442647894633,0.7262236991971731,0.8020598547458052,1179.2956545352936
43,0.7935796898255234,0.7352736442983151,0.7980841472577009,1296.60285282135
44,0.7949225118070123,0.7306399687081575,0.8024042073628851,1292.735377073288
45,0.7959471315247906,0.7330265913903713,0.7990859003255697,1266.681158542633
46,0.7889385801768795,0.7271917613446712,0.8009328825444528,1301.7820799350739
47,0.7905120087653091,0.7366349233239889,0.7996180816428751,1297.169425725937
48,0.7898264621029195,0.7271101539582014,0.8011520160280491,1265.4549391269684
49,0.79220706091304,0.7263491011410952,0.8036250939143501,1216.079660654068
50,0.7820782519851354,0.721661659911275,0.8027798647633358,1208.791669845581
